	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_id	vogdb_categories	vogdb_hit	heme_regulatory_motif_count
MAG28_MAG28_9_10	MAG28	MAG28_9	10	10357	11373	-1	C	K00683	glutaminyl-peptide cyclotransferase [EC:2.3.2.5]	MER0624979	M28C	MER0624979 - subfamily M28C non-peptidase homologues (Bacteroides sp. CAG:927) [M28.UNC]#M28C#{peptidase unit: 56-325}~source CCX47633~	False	0.589	312.0	3.662e-93	Peptidase family M28 [PF04389.18]					0
MAG28_MAG28_9_11	MAG28	MAG28_9	11	11607	16151	1	D										Cleaved Adhesin Domain [PF07675.12]; Carboxypeptidase regulatory-like domain [PF13620.7]					0
MAG28_MAG28_9_12	MAG28	MAG28_9	12	16180	16656	1	C	K03827	putative acetyltransferase [EC:2.3.1.-]	MER0441860	C26	MER0441860 - family C26 unassigned peptidases (Helicobacter winghamensis) [C26.UPW]#C26#{peptidase unit: 11-565}~source ZP_04582773~	False	0.33	74.0	4.417e-14	Acetyltransferase (GNAT) domain [PF13508.8]; Acetyltransferase (GNAT) domain [PF13673.8]; Acetyltransferase (GNAT) family [PF00583.26]; Acetyltransferase (GNAT) domain [PF13420.8]					0
MAG28_MAG28_9_13	MAG28	MAG28_9	13	16931	17776	1	D										Protein of unknown function (DUF3737) [PF12541.9]					0
MAG28_MAG28_9_14	MAG28	MAG28_9	14	17769	18938	1	C	K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]								Aminotransferase class I and II [PF00155.22]					0
MAG28_MAG28_9_15	MAG28	MAG28_9	15	18935	19882	1	C	K06949	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]								RsgA GTPase [PF03193.17]; RsgA N-terminal domain [PF16745.6]					0
MAG28_MAG28_9_16	MAG28	MAG28_9	16	19888	21126	1	D										Domain of unknown function [PF16380.6]; Protein of unknown function (DUF1565) [PF07602.12]; Chondroitinase B [PF14592.7]	PL9 pectate lyase (EC 4.2.2.2); exopolygalacturonate lyase (EC 4.2.2.9); thiopeptidoglycan lyase (EC 4.2.2.-). [PL9]; PL9 pectate lyase (EC 4.2.2.2); exopolygalacturonate lyase (EC 4.2.2.9); thiopeptidoglycan lyase (EC 4.2.2.-). [PL9_1]; PL9 pectate lyase (EC 4.2.2.2); exopolygalacturonate lyase (EC 4.2.2.9); thiopeptidoglycan lyase (EC 4.2.2.-). [PL9_3]				0
MAG28_MAG28_9_17	MAG28	MAG28_9	17	21136	21822	-1	E															0
MAG28_MAG28_9_18	MAG28	MAG28_9	18	21918	22472	-1	D										Cyclic nucleotide-binding domain [PF00027.30]					0
MAG28_MAG28_9_19	MAG28	MAG28_9	19	22483	22710	-1	E															0
MAG28_MAG28_9_20	MAG28	MAG28_9	20	22707	23189	-1	D										Protein of unknown function (DUF3990) [PF13151.7]					0
MAG28_MAG28_9_21	MAG28	MAG28_9	21	23164	23415	-1	D										Protein of unknown function (DUF3791) [PF12668.8]					0
MAG28_MAG28_9_22	MAG28	MAG28_9	22	23487	23702	-1	D										Putative prokaryotic signal transducing protein [PF09413.11]					0
MAG28_MAG28_9_23	MAG28	MAG28_9	23	23738	25030	-1	C	K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]								tRNA synthetases class I (W and Y) [PF00579.26]		sp|Q7MCN7|SYY1_VIBVY	Xh	sp|Q7MCN7|SYY1_VIBVY Tyrosine--tRNA ligase 1; Xh	0
MAG28_MAG28_9_24	MAG28	MAG28_9	24	25043	25516	-1	C	K01489	cytidine deaminase [EC:3.5.4.5]								Cytidine and deoxycytidylate deaminase zinc-binding region [PF08211.13]; Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.24]					0
MAG28_MAG28_9_25	MAG28	MAG28_9	25	25665	26309	1	E															0
MAG28_MAG28_9_26	MAG28	MAG28_9	26	26540	27907	1	C	K18908	multidrug efflux pump								MatE [PF01554.19]; Polysaccharide biosynthesis C-terminal domain [PF14667.7]					0
MAG28_MAG28_9_27	MAG28	MAG28_9	27	27954	28169	1	E															0
MAG28_MAG28_9_28	MAG28	MAG28_9	28	29093	29530	1	E															0
MAG28_MAG28_9_29	MAG28	MAG28_9	29	29550	30056	1	E															0
MAG28_MAG28_9_30	MAG28	MAG28_9	30	30483	30758	1	E															0
MAG28_MAG28_9_31	MAG28	MAG28_9	31	31107	31856	1	D										Domain of unknown function (DUF5036) [PF16439.6]					0
MAG28_MAG28_9_32	MAG28	MAG28_9	32	31853	32500	1	C	K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]								Inositol monophosphatase family [PF00459.26]					0
MAG28_MAG28_90_1	MAG28	MAG28_90	1	3	608	1	C	K00348	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]								FMN-binding domain [PF04205.15]					0
MAG28_MAG28_90_2	MAG28	MAG28_90	2	621	1235	1	C	K00349	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]								Rnf-Nqr subunit, membrane protein [PF02508.15]					0
MAG28_MAG28_90_3	MAG28	MAG28_90	3	1263	1880	1	C	K00350	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]								Rnf-Nqr subunit, membrane protein [PF02508.15]					0
MAG28_MAG28_90_4	MAG28	MAG28_90	4	1890	3197	1	C	K00351	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]								Oxidoreductase NAD-binding domain [PF00175.22]; Oxidoreductase FAD-binding domain [PF00970.25]; 2Fe-2S iron-sulfur cluster binding domain [PF00111.28]					0
MAG28_MAG28_90_5	MAG28	MAG28_90	5	3375	6089	1	C	K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]								PEP-utilising enzyme, PEP-binding domain [PF02896.19]; Pyruvate phosphate dikinase, AMP/ATP-binding domain [PF01326.20]; PEP-utilising enzyme, mobile domain [PF00391.24]		REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0
MAG28_MAG28_90_6	MAG28	MAG28_90	6	6174	6278	1	E															0
MAG28_MAG28_90_7	MAG28	MAG28_90	7	6383	6589	1	E															0
MAG28_MAG28_90_8	MAG28	MAG28_90	8	6594	7139	-1	E															0
MAG28_MAG28_90_9	MAG28	MAG28_90	9	7260	7841	1	E															0
MAG28_MAG28_90_10	MAG28	MAG28_90	10	7845	8642	1	E															0
MAG28_MAG28_90_11	MAG28	MAG28_90	11	8632	9879	1	C	K07126	uncharacterized protein													0
MAG28_MAG28_90_12	MAG28	MAG28_90	12	9897	10004	1	E															0
MAG28_MAG28_90_13	MAG28	MAG28_90	13	9958	10092	1	E															0
MAG28_MAG28_91_1	MAG28	MAG28_91	1	1	858	-1	D										AhpC/TSA family [PF00578.22]; Redoxin [PF08534.11]; Thioredoxin-like [PF13905.7]; Domain of unknown function (DUF4369) [PF14289.7]; Thioredoxin [PF00085.21]; Glutathione peroxidase [PF00255.20]; F plasmid transfer operon protein [PF13728.7]					0
MAG28_MAG28_91_2	MAG28	MAG28_91	2	936	1232	-1	D										Sigma 54 modulation protein / S30EA ribosomal protein [PF02482.20]					0
MAG28_MAG28_91_3	MAG28	MAG28_91	3	1235	2146	-1	C	K04763	integrase/recombinase XerD								Phage integrase family [PF00589.23]; Phage integrase, N-terminal SAM-like domain [PF02899.18]; Phage integrase, N-terminal SAM-like domain [PF13495.7]		sp|Q9CI63|P2IN_LACLA	Xr	sp|Q9CI63|P2IN_LACLA Prophage ps2 probable integrase; Xr	0
MAG28_MAG28_91_4	MAG28	MAG28_91	4	2319	2510	-1	C	K02970	small subunit ribosomal protein S21								Ribosomal protein S21 [PF01165.21]					0
MAG28_MAG28_91_5	MAG28	MAG28_91	5	2702	3250	-1	D										Domain of unknown function (DUF3332) [PF11810.9]					0
MAG28_MAG28_91_6	MAG28	MAG28_91	6	3332	4720	-1	C	K18691	membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]								Transglycosylase SLT domain [PF01464.21]; Bacterial extracellular solute-binding proteins, family 3 [PF00497.21]	GH23 lysozyme type G (EC 3.2.1.17); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC 3.2.1.14) [GH23]	REFSEQ	Xu	REFSEQ endolysin; Xu	0
MAG28_MAG28_91_7	MAG28	MAG28_91	7	4775	5932	-1	C	K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]										sp|Q3AMJ2|PUR5_SYNSC	Xh	sp|Q3AMJ2|PUR5_SYNSC Phosphoribosylformylglycinamidine cyclo-ligase; Xh	0
MAG28_MAG28_91_8	MAG28	MAG28_91	8	5958	8156	-1	C	K03455	monovalent cation:H+ antiporter-2, CPA2 family								Sodium/hydrogen exchanger family [PF00999.22]; TrkA-C domain [PF02080.22]					0
MAG28_MAG28_91_9	MAG28	MAG28_91	9	8162	8884	-1	C	K07507	putative Mg2+ transporter-C (MgtC) family protein								MgtC family [PF02308.17]					0
MAG28_MAG28_91_10	MAG28	MAG28_91	10	8884	9816	-1	E															0
MAG28_MAG28_92_1	MAG28	MAG28_92	1	3	320	-1	D										Glycine cleavage system P-protein [PF02347.17]					0
MAG28_MAG28_92_2	MAG28	MAG28_92	2	324	692	-1	C	K02437	glycine cleavage system H protein								Glycine cleavage H-protein [PF01597.20]					0
MAG28_MAG28_92_3	MAG28	MAG28_92	3	699	1784	-1	C	K00605	aminomethyltransferase [EC:2.1.2.10]								Aminomethyltransferase folate-binding domain [PF01571.22]; Glycine cleavage T-protein C-terminal barrel domain [PF08669.12]					0
MAG28_MAG28_92_4	MAG28	MAG28_92	4	1784	2779	-1	D										Biotin/lipoate A/B protein ligase family [PF03099.20]; Bacterial lipoate protein ligase C-terminus [PF10437.10]					0
MAG28_MAG28_92_5	MAG28	MAG28_92	5	2877	3578	1	E															0
MAG28_MAG28_92_6	MAG28	MAG28_92	6	3677	4861	1	D										Glycosyltransferase like family 2 [PF13641.7]; Glycosyl transferase family 2 [PF00535.27]					0
MAG28_MAG28_92_7	MAG28	MAG28_92	7	4893	5417	-1	E															0
MAG28_MAG28_92_8	MAG28	MAG28_92	8	5645	6340	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER1012880	S14	MER1012880 - family S14 unassigned peptidases (Bacteroides sp. CAG:927) [S14.UPW]#S14#{peptidase unit: 34-225}~source R5B1Y6~	False	0.861	345.0	1.239e-106	Clp protease [PF00574.24]					0
MAG28_MAG28_92_9	MAG28	MAG28_92	9	6392	7687	1	C	K03544	ATP-dependent Clp protease ATP-binding subunit ClpX								AAA domain (Cdc48 subfamily) [PF07724.15]; ATPase family associated with various cellular activities (AAA) [PF00004.30]; C-terminal, D2-small domain, of ClpB protein [PF10431.10]; AAA domain (dynein-related subfamily) [PF07728.15]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.13]; ClpX C4-type zinc finger [PF06689.14]		sp|P0ABH9|CLPA_ECOLI	Xh	sp|P0ABH9|CLPA_ECOLI ATP-dependent Clp protease ATP-binding subunit ClpA; Xh	0
MAG28_MAG28_92_10	MAG28	MAG28_92	10	7731	9920	1	C	K03654	ATP-dependent DNA helicase RecQ [EC:3.6.4.12]								Helicase conserved C-terminal domain [PF00271.32]; DEAD/DEAH box helicase [PF00270.30]; RQC domain [PF09382.11]; RecQ zinc-binding [PF16124.6]; HRDC domain [PF00570.24]		sp|O09053|WRN_MOUSE	Xh	sp|O09053|WRN_MOUSE Werner syndrome ATP-dependent helicase homolog; Xh	0
MAG28_MAG28_93_1	MAG28	MAG28_93	1	1	141	1	D										Protein of unknown function (DUF4876) [PF16215.6]					0
MAG28_MAG28_93_2	MAG28	MAG28_93	2	148	1608	1	E															0
MAG28_MAG28_93_3	MAG28	MAG28_93	3	1608	4403	1	C	K07263	zinc protease [EC:3.4.24.-]	MER0921911	M16B	MER0921911 - subfamily M16B unassigned peptidases (gut metagenome) [M16.UPB]#M16B#{peptidase unit: 42-630}~source J9FQ56~	False	0.388	385.0	4.305e-110	Insulinase (Peptidase family M16) [PF00675.21]; Peptidase M16 inactive domain [PF05193.22]		sp|Q5UPX9|YL233_MIMIV	Xh	sp|Q5UPX9|YL233_MIMIV Putative zinc protease L233; Xh	0
MAG28_MAG28_93_4	MAG28	MAG28_93	4	4811	5578	1	E															0
MAG28_MAG28_93_5	MAG28	MAG28_93	5	5932	6207	1	E															0
MAG28_MAG28_93_6	MAG28	MAG28_93	6	6441	6656	1	E															0
MAG28_MAG28_93_7	MAG28	MAG28_93	7	6659	6805	1	E															0
MAG28_MAG28_93_8	MAG28	MAG28_93	8	6819	9557	1	D										AAA domain [PF13086.7]; AAA domain [PF13245.7]					0
MAG28_MAG28_93_9	MAG28	MAG28_93	9	9601	9840	1	E															0
MAG28_MAG28_94_1	MAG28	MAG28_94	1	1	381	1	D										IPP transferase [PF01715.18]					0
MAG28_MAG28_94_2	MAG28	MAG28_94	2	375	1283	1	E															0
MAG28_MAG28_94_3	MAG28	MAG28_94	3	1574	2893	-1	D										Glycosyl hydrolases family 43 [PF04616.15]	GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_19]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_24]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_34]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_37]; GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146) [GH43_3]				0
MAG28_MAG28_94_4	MAG28	MAG28_94	4	3167	3625	1	E															0
MAG28_MAG28_94_5	MAG28	MAG28_94	5	3622	5412	1	E															0
MAG28_MAG28_94_6	MAG28	MAG28_94	6	5519	7384	1	E															0
MAG28_MAG28_94_7	MAG28	MAG28_94	7	7387	8223	1	D										Domain of unknown function (DUF4249) [PF14054.7]					0
MAG28_MAG28_94_8	MAG28	MAG28_94	8	8601	9614	1	D										Domain of unknown function (DUF4465) [PF14717.7]					0
MAG28_MAG28_95_1	MAG28	MAG28_95	1	3	1262	1	C	K03832	periplasmic protein TonB	MER0061790	M56	MER0061790 - family M56 unassigned peptidases (Bacteroides vulgatus) [M56.UPW]#M56#{peptidase unit: 4-262}~source YP_001297465~	False	0.509	159.0	5.809e-40	BlaR1 peptidase M56 [PF05569.12]; Gram-negative bacterial TonB protein C-terminal [PF03544.15]					0
MAG28_MAG28_95_2	MAG28	MAG28_95	2	1504	2127	1	E															0
MAG28_MAG28_95_3	MAG28	MAG28_95	3	2182	2757	1	C	K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]								Iron/manganese superoxide dismutases, C-terminal domain [PF02777.19]; Iron/manganese superoxide dismutases, alpha-hairpin domain [PF00081.23]					0
MAG28_MAG28_95_4	MAG28	MAG28_95	4	2814	2903	1	E															0
MAG28_MAG28_95_5	MAG28	MAG28_95	5	3277	4368	1	D										Histidine kinase [PF06580.14]; GHKL domain [PF14501.7]					0
MAG28_MAG28_95_6	MAG28	MAG28_95	6	4343	5089	1	C	K02477	two-component system, LytTR family, response regulator								Response regulator receiver domain [PF00072.25]; LytTr DNA-binding domain [PF04397.16]					0
MAG28_MAG28_95_7	MAG28	MAG28_95	7	5184	6479	1	C	K12340	outer membrane protein													0
MAG28_MAG28_95_8	MAG28	MAG28_95	8	6476	7657	1	C	K02005	HlyD family secretion protein								Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.6]; HlyD membrane-fusion protein of T1SS [PF00529.21]; HlyD family secretion protein [PF13437.7]					0
MAG28_MAG28_95_9	MAG28	MAG28_95	9	7664	8413	1	C	K02003	putative ABC transport system ATP-binding protein								ABC transporter [PF00005.28]					0
MAG28_MAG28_95_10	MAG28	MAG28_95	10	8413	9630	1	C	K02004	putative ABC transport system permease protein								MacB-like periplasmic core domain [PF12704.8]; FtsX-like permease family [PF02687.22]					0
MAG28_MAG28_96_1	MAG28	MAG28_96	1	3	755	-1	D										Aminotransferase class-V [PF00266.20]; Aminotransferase class I and II [PF00155.22]; L-seryl-tRNA selenium transferase [PF03841.14]					0
MAG28_MAG28_96_2	MAG28	MAG28_96	2	752	2101	-1	C	K09015	Fe-S cluster assembly protein SufD								SUF system FeS cluster assembly, SufBD [PF01458.18]					0
MAG28_MAG28_96_3	MAG28	MAG28_96	3	2098	2865	-1	C	K09013	Fe-S cluster assembly ATP-binding protein								ABC transporter [PF00005.28]					0
MAG28_MAG28_96_4	MAG28	MAG28_96	4	2959	4428	-1	C	K09014	Fe-S cluster assembly protein SufB								SUF system FeS cluster assembly, SufBD [PF01458.18]					0
MAG28_MAG28_96_5	MAG28	MAG28_96	5	4472	4945	-1	C	K03558	membrane protein required for colicin V production								Colicin V production protein [PF02674.17]					0
MAG28_MAG28_96_6	MAG28	MAG28_96	6	5260	5412	1	E															0
MAG28_MAG28_96_7	MAG28	MAG28_96	7	5439	6107	-1	E															0
MAG28_MAG28_96_8	MAG28	MAG28_96	8	6115	6612	-1	E															0
MAG28_MAG28_96_9	MAG28	MAG28_96	9	6740	7387	-1	E															0
MAG28_MAG28_96_10	MAG28	MAG28_96	10	7392	8357	-1	D			MER0479056	M23B	MER0479056 - subfamily M23B unassigned peptidases (Prevotella disiens) [M23.UPB]#M23B#{peptidase unit: 400-507}~source ZP_07322401~	False	0.512	98.0	1.117e-20	Peptidase family M23 [PF01551.23]					0
MAG28_MAG28_96_11	MAG28	MAG28_96	11	8347	8964	-1	E															0
MAG28_MAG28_96_12	MAG28	MAG28_96	12	8961	9686	-1	D			MER0479056	M23B	MER0479056 - subfamily M23B unassigned peptidases (Prevotella disiens) [M23.UPB]#M23B#{peptidase unit: 400-507}~source ZP_07322401~	False	0.505	97.0	6.059e-21	Peptidase family M23 [PF01551.23]					0
MAG28_MAG28_97_1	MAG28	MAG28_97	1	1	1080	-1	E															0
MAG28_MAG28_97_2	MAG28	MAG28_97	2	1235	3622	-1	C	K16692	tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]								AAA domain [PF13614.7]; NUBPL iron-transfer P-loop NTPase [PF10609.10]; Cellulose biosynthesis protein BcsQ [PF06564.13]; ATPase MipZ [PF09140.12]; G-rich domain on putative tyrosine kinase [PF13807.7]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.24]					0
MAG28_MAG28_97_3	MAG28	MAG28_97	3	3629	4477	-1	C	K01991	polysaccharide biosynthesis/export protein								SLBB domain [PF10531.10]; Polysaccharide biosynthesis/export protein [PF02563.17]					0
MAG28_MAG28_97_4	MAG28	MAG28_97	4	4618	6597	-1	C	K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]								Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase [PF01182.21]; GlcNAc-PI de-N-acetylase [PF02585.18]					0
MAG28_MAG28_97_5	MAG28	MAG28_97	5	6795	7310	-1	C	K01726	gamma-carbonic anhydrase [EC:4.2.1.-]													0
MAG28_MAG28_97_6	MAG28	MAG28_97	6	7315	9099	-1	C	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	MER0245210	M24B	MER0245210 - FRA1 g.p. ({Saccharomyces cerevisiae}) (Clostridium botulinum) [M24.A10]#M24B#{peptidase unit: 14-554}~source YP_004395316~	True	0.456	443.0	3.756e-134	Creatinase/Prolidase N-terminal domain [PF16189.6]; Metallopeptidase family M24 [PF00557.25]; C-terminal region of peptidase_M24 [PF16188.6]; Creatinase/Prolidase N-terminal domain [PF01321.19]					0
MAG28_MAG28_97_7	MAG28	MAG28_97	7	9106	9477	-1	C	K07460	putative endonuclease								Uncharacterised protein family UPF0102 [PF02021.18]					0
MAG28_MAG28_98_1	MAG28	MAG28_98	1	142	723	1	E															0
MAG28_MAG28_98_2	MAG28	MAG28_98	2	723	1460	1	C	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]								Tetrapyrrole (Corrin/Porphyrin) Methylases [PF00590.21]					0
MAG28_MAG28_98_3	MAG28	MAG28_98	3	1487	2353	1	E															0
MAG28_MAG28_98_4	MAG28	MAG28_98	4	2497	3588	1	C	K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]								Nucleotidyl transferase [PF00483.24]					0
MAG28_MAG28_98_5	MAG28	MAG28_98	5	3632	5416	1	C	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]								tRNA synthetases class I (R) [PF00750.20]; DALR anticodon binding domain [PF05746.16]		sp|Q5UQ59|SYR_MIMIV	Xh	sp|Q5UQ59|SYR_MIMIV Arginine--tRNA ligase; Xh	0
MAG28_MAG28_98_6	MAG28	MAG28_98	6	5444	6166	1	C	K06890	uncharacterized protein								Inhibitor of apoptosis-promoting Bax1 [PF01027.21]					0
MAG28_MAG28_98_7	MAG28	MAG28_98	7	6248	7570	1	C	K03327	multidrug resistance protein, MATE family								MatE [PF01554.19]					0
MAG28_MAG28_98_8	MAG28	MAG28_98	8	7549	8418	-1	C	K04763	integrase/recombinase XerD								Phage integrase family [PF00589.23]; Phage integrase, N-terminal SAM-like domain [PF02899.18]; Phage integrase, N-terminal SAM-like domain [PF13495.7]		sp|Q9CI63|P2IN_LACLA	Xr	sp|Q9CI63|P2IN_LACLA Prophage ps2 probable integrase; Xr	0
MAG28_MAG28_98_9	MAG28	MAG28_98	9	8451	9089	-1	D										Domain of unknown function (DUF4294) [PF14127.7]					0
MAG28_MAG28_99_1	MAG28	MAG28_99	1	1	126	1	E															0
MAG28_MAG28_99_2	MAG28	MAG28_99	2	83	664	1	E															0
MAG28_MAG28_99_3	MAG28	MAG28_99	3	891	1301	1	D										Uncharacterised protein family UPF0047 [PF01894.18]					0
MAG28_MAG28_99_4	MAG28	MAG28_99	4	1396	2697	1	D										Fic/DOC family [PF02661.19]		sp|Q9K0V1|Y459_NEIMB	Xu	sp|Q9K0V1|Y459_NEIMB Uncharacterized protein NMB0459; Xu	0
MAG28_MAG28_99_5	MAG28	MAG28_99	5	2846	3628	1	C	K07273	lysozyme								Glycosyl hydrolases family 25 [PF01183.21]	GH25 lysozyme (EC 3.2.1.17) [GH25]				0
